,content,title
12,"THE Nigerian Bar Association’s dis-inviting of Nasir El-Rufai from debasing its platform at its last conference due to the pressure of open bar initiative that a man who has outright disregard for the rule of law is not a good teacher for lawyers on the subject is a good example of constructing amoral finishing post for a society. A major reason for the festering of impunity in our non-country is the collapse of all moral columns that make people commit all crimes and go on to become Very Important Personalities (VIPS).One of such VIPs, who has an unresolved murder allegation hanging on his neck, is Sanusi Lamido Sanusi who was removed as the Governor of the Central Bank of Nigeria and dethroned as the Emir of Kano.Since he escaped paying for the crime of alleged murder in 1995, he has occupied many important posts in the country and he mounts every platform to talk down on the country and abuse all those he can pick on at his garrulous best. He was at it again on the 60th Independence anniversary of Nigeria when he mounted the platform of the Convenant Christian Centre.This time round, he lambasted identity groups in the country who he accused of representing only themselves and their families. His prescription for the country was that every citizen has to be worthy representative of their beliefs, religions and groups. But if this were a country that makes all citizens account for their actions, no matter their status, beliefs and regions, where will Sanusi have been today?In 1995, a group of nine Wahabists were alleged to have committed murder in Kano. A report in 2012 by Pointblanknews alleged that Gideon Akaluka, a young Igbo trader, allegedly desecrated the Koran. He was arrested after his wife allegedly used pages of the Koran as toilet paper for her baby. “After he was locked up by the police, a group of Muslim fundamentalists broke into the jail, beheaded Akaluka, and paraded his bodiless head around the streets of Kano.”The medium went on to make some earth-shaking revelations. “Pointblanknews.com investigation revealed the alleged role Sanusi, an alleged Boko Haram sympathiser, and proponent of the controversial Islamic Bank, played in the murder of Akaluka, and why the Abacha regime decided to lock him up for two years for the murder of Akaluka. “Sources hinted that shortly after returning from Khartoum, Sudan where he earned a degree in Sharia and Islamic studies, at the International University of Africa, Sanusi became a recluse and immersed himself in the Koran and became a teacher of the Hadith as espoused by the Wahabbists.”“Wahhabism is an ultra-conservative branch of Sunni Islam. It is a religious movement among fundamentalist (with an aspiration to return to the primordial fundamental Islamic sources: Qu’ran, Hadeeth and Scholarly consensus (Ijma)) of Islamic believers. Wahhabism was a popular revivalist movement instigated by an 18th century theologian, Muhammad ibn Abd al-Wahhab (1703-1792). A source said, “when Sanusi returned from Sudan where he associated with very extreme personalities, he was not a happy man. He was treated like an outcast in royal circles because his grandfather was eposed as Emir of Kano. So his anger grew. “During that period, the incident of desecration of the Koran by the Akalukas surfaced.“ According to our source, during that period the Abacha government was not comfortable with the activities of the extremists in Kano, who they view with suspicion. The regime, it was gathered, silently assassinated a lot of them,” said our source. “When Akaluka was locked up, Sanusi and eight others allegedly mobilised some extremist mob who stormed the prison and killed Akaluka. The regime identified the masterminds and so mandated its hit squad to eliminate the nine, including Sanusi.Pointblanknews.com gathered that eight of the masterminds were assassinated by Abacha, but for the intervention of former First Bank chairman, and father of Christmas Day bomber, Alhaji Umar Mutallab and others. It was Muttallab and the rest who were heavy sponsors of Islamic activities who prevailed on Abacha to spare Sanusi. They are argued that since he has gone through a lot, treated like a pariah in the royal circles because his grandfather was deposed, he should be spared. So, they decided to remove him from Kano to Sokoto where he was locked up for two years,” said the source.It was further learnt that after his release from prison, Sanusi was handed over to Mutallab who pushed him into banking because he (Sanusi) had a degree in Economics from the Ahmadu Bello University (ABU). From there, he moved to the United Bank for Africa, and the First Bank, from where he rose quietly until the late President Umaru Yar’Adua recruited him to head CBN and spearhead the introduction of the Islamic Bank.” A report by Karl Maier for the Independent of London on August 16, 1995 with the title “Beheading Stirs Nigerian tension” had this worrying perspective from religious leaders: “Anger over Nigeria’s economic collapse, the result of instability, rampant corruption and mismanagement by 12 years of military rule, runs deep in Kano. “Whenever you find people not properly employed, there is no other way to express yourself, because you have the police, and the emirs and their agents looking for troublemakers,” said Professor Mahadi. “So the most important thing is to express this in Islam.”Observers from both sides of the ethnic and religious divide blame Nigeria’s military authorities for worsening the crisis. “The military have always played this card very well,” said Fr Bagobiri. “Because the whole thing started during the [Ibrahim] Babangida regime. That was when the religious divide became very strong.”The government’s disastrous handling of the Akaluka affair is a case in point. Mr (Maitama) Sule, normally a defender of General Sani Abacha’s military regime, describing it as “experienced and responsible”, was outraged by the incident. “I can’t understand how in a society where we have a government, the police and judiciary, that a group of people take the law into their own hands, go to the prison, break into the prison, and get somebody out of his cell, cut off his head, and take the head around the next day with impunity.”Observers like Father Kukah see the sinister hand of the military and the Northern elite behind the trouble. “Let’s be clear: there are Nigerians who have invested heavily in violence, in ignorance, in poverty, in turbulence. Because it is when you now have this anarchic situation, that they present themselves as the praetorian guard.”Sanusi has not been able to explain away his alleged role in the Akaluka affair. He threatened to sue one man who was haunting him-with the issue over 10 years ago, but the suit has yet to come. Neither has there been any explanation for the two years that his whereabouts cannot be explained in his CV. The Akaluka case is dead and no justice done outside the Wahabists Abacha allegedly executed extra-judicially.Nigeria has the blood of many Akalukas on its hands with their killers walking free. Its woes will continue until it dispenses justice. Shame on ignoramuses who are looking for a president in Sanusi without asking for how Akaluka lost his https://tribuneonlineng.com/who-beheaded-akaluka/",The Beheading Of Gideon Akaluka In Kano - The Involvement Of A Northern Elite
13,"TUNDE OLUSOLA BADERO's COMNONSENSE REVOLUTION IS A FRAUD AND A TACTICAL WAY OF LURING YOUNG NIGERIANS INTO POLITICAL SLAVERYHe who comes to equity must come with a clean hand.The much talked about Tunde Badero commonsense revolution is a fraud and young Nigerians out there needs to be careful. How can a sex trapped Tunde Badero who is known for all forms of activities capable of misleading young Nigerians back home in Odogbolu before he abandoned his kids and wife for a white woman in Glasgow be asking Nigerians to forward their contact numbers?For what purpose if not for the JIGOLO business that he is into in the United Kingdom? Badero Tunde is Pastor Remmy Hassan's weapon of mass destruction. It is high time the redeem Christian church of God do a background check on most of its pastors. A Remmy Hassan is a misfit and should not minister on the altar.  Badero Olusola Maiyegun wanted to divert general public attention and wanted to show that he is popular with some people.Badero Maiyegun who cannot manage his personal life is unfit to provide or offer any meaningful leadership to serious-minded youths.Badero Maiyegun is a gold digger and an irresponsible man who abandoned his first love and children for the proverbial golden fleece.Badero Maiyegun is not the kind of youth that is worthy of being a role model to any focused youth.In fact, the so-called friends of Badero Maiyegun is a fraud. How can you say it is not a political, yet it's focus will be to CHANGE the way we are governed? How? Is the concept of changing how we are governed itself not political? What a contradiction.Badero Maiyegun is just seeking a platform to gather people and then later they will unveil the Remmy Hassan agenda#Tunde Badero commonsense revolution is a fraud#",Tunde Olusola Badero's Comnonsense Revolution Is A Fraud
14,"Abeg before orna start to dey kpala, make orna know sey dis opinion and talk talk no be my own. Na church bring their computer make I repair, na hin I see one recording where dis tin deyThose of you who are getting ready to vote for Asiwaju are just wasting your time. His aspiration has already been flagged down by some interested parties.Their form of attack is what is known in military terms as a pincer movement . He has been surrounded and the bear hug is tightening around him everyday. Let me explain. The pincer movement, is a tactic in which forces attack both sides of an enemy formation at the same time. The idea is to encircle the enemy and totally decimate him. But sometimes the idea is to leave the enemy an escape route* First these parties made sure that the north saw Tinubu not as an ally of Buhari. But rather as an opponent, weak link and untrustworthy associate. The comment by the president, about Tinubu being in Lagos and trying to call the shots comes to mind"" They orchestrated the emergence of Saraki as the NASS president and put the Asiwaju and Saraki in a feud. This was a stone that killed two birds. First to put the NPDP against the ACN. And also, to weaken the Asiwaju's influence in the APC government* They created the Not too young to run bill to give the North, and the nation in general the direction to go in a post-Buhari era. They made sure that the nation developed an appetite for young leaders* They harped and took advantage of the incessant clashes between the herdsmen and farmers in the southwest. They took advantage of the Asiwaju's silence on the impact of these skirmishes on the southwest. This was directed not at the fanatic Awoist southwestern individual. But rather at the indifferent southwestern individual who could be found on the fringes of the PDP* They orchestrated and manipulated the feud between oshiomole and the Edo state Governor, obaseki. Through cleverly planted local media stories, they were able to paint the Asiwaju as an occupier and invading force. As a result, the Asiwaju lost his only support base in the South-South. * They used the outcome of the Edo state election and the loss of the state to instigate a palace Coup that ousted oshiomole from the position of party chairman. With this they cut off the Asiwaju from the APC power machinery. . * They manipulated the outcome of the kwara state election that saw the fall of the house of saraki, as a media campaign against the Asiwaju. They painted him as an outsider and occupier to the kwara people. Forget what was reported in the media, the Asiwaju is now hated by the people of kwara* They fashioned the EndSars protests as a question on the Asiwaju's indifference to the plight of youths and people in the southwest * Last and definitely not the only ones, they let the Asiwaju be himself. All of their attacks were two pronged. The first attack was always to push the Asiwaju to act in a manner they had already anticipated. And the second was to take advantage of his action and use it against himThese are the only ones I have been able to notice. They are probably more. In summary , the Asiwaju has been cut off from the Southeast and the Southsouth. His image has been damaged and ridiculed in the north. His influence in the Southwest has been whittled and he has been isolated in the center. He has been cut off from his power blocs, and his reinforcements. His supply lines have been thinned out and he is completely expended . In essence, a once regional demigod has been transformed into a centrist pencil pusher.  I don't know which politician will eventually emerge as the president of the federal republic of Nigeria. But I do know that a vote for the Asiwaju is a vote wasted.                                                                    Anonymous                                                                   15/02/2022",The 9 Ways The Cabal Destroyed Tinubu's Political Ambition
15,*PDP  Caucus Adopt Hon.Nwabuisi as their Sole Candidate for House of Assembly* ���Read and Share https://cdanewsonline.com/adoption-of-hon-stanley-nwabuisi-as-a-concensus-candidate-for-state-house-of-assembly-pdp-ikwuano-caucus/,PDP  Caucus Adopt Hon.nwabuisi As Their Sole Candidate For House Of Assembly*
16,"Blasphemy: These are the Verses from the Quran and Haddit, that some Muslim use to justify killing.*FROM QURAN* Those who annoy Allah and His Messenger – Allah has cursed them in this World and in the Hereafter, and has prepared for them a humiliating Punishment. Truly, if the Hypocrites, and those in whose hearts is a disease, and those who stir up sedition in the City, desist not, We shall certainly stir thee up against them: Then will they not be able to stay in it as thy neighbours for any length of time: They shall have a curse on them: whenever they are found, they shall be seized and slain (without mercy).— Qur'an, [Quran 33:57–61The only punishment of those who wage war against Allah and His Messenger and strive to make mischief in the land is that they should be murdered, or crucified, or their hands and their feet should be cut off on opposite sides, or they should be imprisoned. This shall he a disgrace for them in this world, and in the Hereafter they shall have a grievous chastisement. Except those who repent before you overpower them; so know that Allah is Forgiving, Merciful.—  [Quran 5:33–34] *FROM HADDITH* The Prophet said, ""Who is ready to kill Ka'b ibn al-Ashraf who has really hurt Allah and His Apostle?"" Muhammad bin Maslama said, ""O Allah's Apostle! Do you like me to kill him?"" He replied in the affirmative. So, Muhammad bin Maslama went to him (i.e. Ka'b) and said, ""This person (i.e. the Prophet) has put us to task and asked us for charity."" Ka'b replied, ""By Allah, you will get tired of him."" Muhammad said to him, ""We have followed him, so we dislike to leave him till we see the end of his affair."" Muhammad bin Maslama went on talking to him in this way till he got the chance to kill him. Narrated Jabir bin 'Abdullah— Sahih al-Bukhari, 4:52:270Any Muslim who blasphemes against Allah or His Messenger or blasphemes against any one from amongst the prophets is thereby guilty of rejecting the truth of the Messenger of God, may Allah bless him and grant him peace. This is apostasy (ridda) for which repentance is necessary; if he repents he is released; if not then he is killed. Likewise, if any other person [non-Muslim] who is protected under a covenant becomes hostile and blasphemes against Allah or any one of Allah's Prophet and openly professes this, he breaches his covenant, so kill him.— Ibn Qayyim al Jawziya and Ata 1998, 4:379 *NOTE* However, in five countries, including Afghanistan, Iran, Pakistan, and Saudi Arabia, blasphemy is punishable by execution.",Blasphemy: Quran & Haddit Verses That People Use To Justify & Support  It.
17,"Buhari is an unrepentant hypocrite, why didnt he resign when he was seriously sick and unable to effectively discharge functions of his office as President.He held a farewell session for people who were yet to submit their resignation letters, that's same as sacking them.A good leader must lead by example",Another reason Buhari Is a monumental hypocrite
18,"MENTALLY COLONISED AFRICANS FIGHTING AND HATING EACH OTHER OVER IMPORTED RELIGIONS FORCED ON THEM BY FOREIGN INVADERS FROM ARABIA AND EUROPE.TUFIAKWA.WORTHLESS.THE CHINESE AND INDIANS JUST LOOK AT YOU AND SHAKE THEIR HEADS IN AMAZEMENT.WHY CAN'T YOU DO WHAT THEY DID?REJECT/JETTISON FOREIGN FAITHS, AND RESUSCITATE AND UPDATE YOUR TRADITIONAL RELIGIONS?WHERE IS YOUR DIGNITY?WHERE IS YOUR SELF WORTH?USELESS PEOPLE BRAINWASHED TO SELF HATE.ONLY A DICTATOR WITH BASIC COMMON SENSE WHO WILL BAN ALL FOREIGN RELIGIONS CAN END THIS NONSENSE IN NIGERIA ONCE AND FOR ALL.IF YOU WANT TO WORSHIP GOD, GO AND WORSHIP THE GOD OF YOUR ANCESTORS.YOUR ANCESTORS KNEW GOD THOUSANDS OF YEARS BEFORE ANY WHITE CHRISTIANS OR  YELLOW MUSLIMS KNEW GOD.IF YOU MUST WORSHIP FOREIGN GODS, TRAVEL TO EUROPE AND THE MIDDLE EAST AND LIVE THERE. FINISH.AND ALL OUR PROBLEMS WILL BE OVER THE SAME DAY.RUBBISH.",We Need A Dictator Who Will Ban All Foreign Religions In Nigeria
19,"PrimeAlert Strikes Partnership Deal With Katsina State Govt On Enhanced Vigilance Against Banditry Nigeria's leading security solutions, PrimeAlert Secure Limited has reached a fresh partnership deal with Katsina State government on ways to increase vigilance against the ravaging banditry in the state. The partnership is coming through the state Security Agencies Monitoring Center and the UNDP which is targeted at enhancing the security of people of the state against armed hoodlums, CEO PrimeAlert Secure Limited, Tony Nwulu announced on Thursday. The partnership agreement was sealed at a recent meeting which had in attendance the UNDP Advisor, Mr Williams Tsumah, Specialist Mr. Ashraf Usman, Mr. George Tiga Chief Operating Officer of PrimeAlert Secure Ltd.The engagement came to an advanced stage with a High Powered Delegation and Briefing to His Excellency Rt. Hon. Aminu Bello Masari, Executive Governor, Katsina State. The governor was joined by other top officials of government, including Chief Judge of Katsina State. This fresh deal is coming few days after the organisation announced a partnership with Nigeria Security and Civil Defence Corps, NSCDC in an effort to serve its clients better.  Recall that PrimeAlert Secure Limited recently launched its regional trade and distributions operations in Nigeria, as part of its overall growth strategy with the goal of enhancing its business in the African continent and strengthening security architecture with its in-country presence and focusThe dedicated home and business security entity in Nigeria has been set up to further reinforce the company’s ‘closer to customer’ strategy in the West Africa region.Nwulu recently revealed that PrimeAlert Secure Ltd PrimeAlert Secure Ltd aims at building enterprise security solutions across africa and strengthening Nigeria's security architecture by building a brand that places prime importance on protecting the lives and properties of its clients, while also supporting state institutions and security agencies in their primary role of fighting worsening insecurity in Nigeria.https://tvafrica24.com/primealert-strikes-partnership-deal-with-katsina-state-govt-on-enhanced-vigilance-against-banditry/",Primealert Strikes Deal With Katsina Government Against Banditry
20,"If This was the South...All the IMAMS AND EMIRS will issue quit Notices to the USUAL Suspects.Arewa Youth forum and CNG will threaten everybody ceaselessly.The IG/ARMY CHIEF/ will deploy Battle hardened personnel to checkmate and MURDER the protesters.THE USELESS GOVERNOR of the Southern State will appeal for CALM and Understanding. Later the Foolish Governor will go to Abuja to ""Laugh"" with the President.The Presidency will Instantly call it an insurrection to topple their regime.They will Instruct their useless E-rats and internet Rodents who will come online to try and change the narratives. Claiming IPOB instigated the protesters. Willing Politicians that dont give a bleep about their citizens will send thugs to disrupt the protest.People will die ...people will shout ,,but instead of them to see an emerging danger which will definitely consume them...they will be fixated on IPOB/NNAMDI KANU/ESN news and use that as a diversionary tactic to blindside the numerous zombies they control. I ASK WHERE ARE THE RECOGNISED NAIRALAND  ZOMBIES AND 1 NIGERIA MISCREANTS??  Oyigboupdate/udele1/easternvoice and the other MURIC miscreants have gone stone deaf. ...and some useless and myopic Christians from these regions will still support their useless narratives!!..na wah!!I Still Thank God i am learning the IGBO way and i am impressed. They never voted or supported Buhari and they have been Vindicated.As for those that say that IGBOs are politically naïve...this is where ""Sophisticated"" Politics has gotten you.IGBO People and BIAFRANs ..This country is a scam...BREAK THE DARN THING!!!...SPits!!",Deborah Killings And If This Was  In The South!!
21,"Governor of Anambra State, Chukwuma Soludo, has visited the detained leader of the Indigenous People of Biafra, Mazi Nnamdi Kanu.The governor quoted the IPOB leader as saying that e would preach peace when released.Soludo made this known in a post on his Facebook page on Saturday night after visiting the IPOB leader.He posted, “I visited Mazi Nnamdi Kanu, yesterday, (Friday, 13th May, 2022) to felicitate with him and also as part of the wider consultations with critical stakeholders in search of lasting peace and security in the South East.“He was in very high spirits and we had quality and frank discussion in a very convivial atmosphere. He expressed sadness over what he described as “sacrilegious killings” of innocent persons, kidnappings and all forms of criminalities, including the brutal enforcement of the senseless “sit at home” perpetuated by sundry groups claiming to be acting for or on behalf of IPOB.“He assured that if the opportunity arises, he will be glad to personally broadcast to his followers to maintain the peace.“Together, we shall restore peace, security and prosperity in Anambra and the Southeast.https://punchng.com/what-nnamdi-kanu-told-me-when-i-visited-him-in-prison-soludo/?amp",Soludo Visits Nnamdi Kanu In Prison (Photos)
22,PETER OBI HAS BECOME A NATIONAL FRENZY EVEN UNBORN BABIES ARE PART OF IT. Check the pictures below:,Peter Obi Has Become A National Frenzy Even Unborn Babies Are Part Of It(pics)
23,"The Christian Association of Nigeria (CAN) has condemned the gruesome murder of Deborah Samuel, a 200 Level student of Shehu Shagari College of Education, Sokoto, by some extremist fellow students on alleged blasphemy.In a joint media briefing by CAN and CAN-Youth Wing, on Friday in Abuja, CAN’s General Secretary, Joseph Daramola, said that the unlawful and dastardly action of the perpetrators must be investigated.Daramola said that the act should be condemned by all right thinking people and the security operatives should fish the perpetrators out and prosecute them.“As long as the state fails to bring these beasts and criminals amidst us to book, the society will continue to be their killing fields.“It is our expectation that the state governor, Aminu Tambuwal, would ensure that the matter is not swept under the carpet, as it was done before,” he said.Daramola said that CAN urged teachers and preachers of religious intolerance, extremism and terrorism to repent before the wrath of God descended on them, if the State fail to bring them to book.“Such people are agents of death amidst people. CAN recalled the provocative and demeaning advertisement of the Sterling Bank, where the bank compared the Resurrection of Jesus Christ to “Agege bread”.“Nobody was attacked and the CAN leadership accepted the apology tendered by its Chief Executive, Abubakar Suleiman,’’ he said.Daramola said that CAN acknowledged and commended the restraint of Christian students of the College who refused to embrace self-help and reprisal on those who murdered their colleague.He said that it was CAN’s prayers that those vampires in religious garments would not push the country to a religious war.“Government and the security agencies should stop treating them with kid gloves. Enough is enough.https://newsroundtheclock.com/sokoto-can-asks-security-agencies-to-bring-deborahs-killers-to-book/",Sokoto: CAN Asks Security Agencies To Bring Deborah’s Killers To Book
24,"The Untold Story of Osisikankwu, The Most Notorious And Dreaded Kidnap Kingpin in Ngwaland, Abia state. There are kidnappers and there are kidnappers but the story of Obiọma Nwankwo, popularly known as Osisikankwu will always remain indelible in the history of kidnapping in Nigeria. His was a story of an obdurate fellow who recruited more than 3000 men into the nefarious job of kidnapping that terrorised the whole of Abia State especially Aba and environs, even down to Obigbo in Rivers State. If you had lived in Aba circa 2007- 2010, you would understand definitely what I am saying. It got so terrible that at a point that the whole of Aba was sacked as the kidnappings got intensified. People packed their belongings and relocated to their villages, many big cats in Aba and environs left Ngwaland, Abia State government's officials were not spared. Hundreds were abducted, tortured, killed and made to cough out millions to free themselves from the shackles of captivity. Aba and surrounding Ngwa villages almost became a ghost area as people left in their thousands to escape being the next bird of sacrifice. In my area then at the periphery of Aba, just near the then new timber market at Uratta, the wives of two fat cows in the area were kidnapped. They were later released after their husbands had paid the agreed ransome. They equally came for the MD of Calif Hospital in my area but the renowned surgeon escaped and  fled Aba. It was not a nice experience. There were also ugly stories of rape and murder. My mother and four sisters had to relocate to the village for the time being to avoid being ravaged by those monsters. There were numerous gun battles in broad daylight. Many people lost their lives. Osisikankwu is from Ogwe area of Ukwa West LGA of Abia State. He succeeded in organising a formidable kidnap gang of about 3000 mean men solely for abduction and killing. They mainly target the affluent class, expatriates and highly placed government officials of Abia State. The Government of Abia State then under the leadership of Dr Theodore Ahamefula Orji was handicapped. Nothing could be done as hordes of Aba residents were either killed by the rampaging Aba kidnap gang. 1. Three British Nationals and a Columbian contract staff of NetcoDietmann working at Shell's Power Plant in Afam VI, Oyigbo LGA of Rivers State were kidnapped by gunmen on January, 12. They barricaded their vehicle on their way back to Oyigbo at Owaza junction in Ukwa West LGA of Abia State. They were whisked away after shooting to death a mobile police officer escorting them. The white men were identified as John Bennet, Kelvin Gray and Martin Phillip, all Britons with Fabian Sanchez as the only Columbian. NetcoDietmann and Rivers State government paid a huge ransome before they were freed. 2. In April and May of 2010, two German and three Chnese nationals together with Nine Nigerians working for Nigerian Steel Company, Aba, were kidnapped by Osisikankwu's gang. They were later released after the payment of millions of naira. 3. On July 10, one Mrs Victoria Ori, the wife of an rich bull from Ohafia was abducted by a 4-member gang who demanded for a whooping sum of ₦20 million naira. Mrs Ori was released after a reasonable amount was paid.Just a day after the kidnap of Mrs Ori, three Journalists, together with their driver, travelling through Aba after a meeting of the National Executive Committee (NEC) of the Nigerian Union of Journalists (NUJ) in Uyo, Akwa Ibom State were whisked away at Umuafuoka junction near Ukpakiri, Obingwa LGA of Abia State by Osisikankwu's men. The kidnapped Journalists include: Wahab Oba, Lagos State Chairman of NUJ, Adolphus Okonkwo, secretary of Zone G of the NUJ, Slyvester Okereke, acting secretary, Lagos, NUJ, Sola Oyeyipo, a Lagos-based journalist and their driver. A reliable source disclosed to Saharareporters that ₦30 million was paid before the men were released from the kidnapper's lair. 5. On Tuesday, August 24, Osisikankwu's gang led by a young thug called 'Okwute' STONE robbed  five commercial banks in the Osisioma area of Aba, Killing all policemen and security on guard. The affected banks were closed down till date. 6. On Sunday, September 7, masked gunmen numbering about 15 stormed the 5000 capacity of Jerusalem for All Nations Church at Umuneke Community and bundled away the church's senior pastor, fondly called Christ Junior by his sheeples. A politician, identified as Lambert Nmecha was killed during the operation. 7. On Saturday, September 11, an Indian national working with an electronic company in Aba was killed by a  five-man kidnap thugs after he intransigently refused to follow the men in their car. The thugs  fled the scene afterwards. 8. A gynaecologist and proprietor of Victory Christian Hospital at Obohia Road, Aba, Dr Stanley Uche was picked up by those monsters on September 17 as he travelled down to Imo State for a family burial with his wife. The wife was later released to go and organise a ₦30 million ransom. She later brought the money only to be given the lidless body of her husband. Aba women's cries rose to high heavens. I believe God heard their wailings and ululation. Dr Uche's hospital was one of the best for child delivery in Aba but he was unfortunately killed by Osisikankwu's men. 9. On Saturday, September 25, two mobile policemen on patrol in their new Hilux were killed in an ambush at Umuafor Ukwu, Obingwa lga of Abia State. After that incident, Abia State Police Command lamented that it has lost 27 of its members to Osisikankwu's gang. As if that was not enough, Osisikankwu and his men struck again on Monday, 27th September at Abayi International School, Osisioma, Aba, kidnapping 15 pupils of the school. This was the height of it all, the zenith of all their atrocities. The kidnappers, patrolling in an ash-coloured Toyota Camry intercepted Abayi International school's van and diverted it to an unknown destination. The school children were later released unscathed but the story has gone viral, even capturing the attention of International media houses who expressed disgust at the kidnap crisis engulfing Aba. Consequently, he was declared wanted by the Nigeria Army and police. In what appeared to be an inadvertent confessional statement recorded by Chidi Nkwopara, of Vanguard Newspapers, the correspondent was tricked into granting an unsolicited interview by Osisikankwu himself. Mr Nkwopara was deluded into coming to Aba to collect money for advert placement on Vanguard. According to Mr Nkwopara, he declined on grounds that Aba was a no-go area but the caller persuaded him to come to a popular place at Osisioma to belie his fears. Mr Nkwopara however, agreed and came down to Aba only to meet the dreaded and most wanted militant leader and kidnapper, Osisikankwu. Since he had been declared wanted, Osisikankwu wanted to use the medium to ventilate himself on why he decided to pick up arms and resort to theft and kidnap.In the interview which lasted for 30 minutes, Osisikankwu admitted to be the mastermind behind the kerfuffle engulfing Abia State as a whole. He said he was on mission to liberate Ngwaland, the largest tribe in Abia State. According to him, Ngwaland has been marginalised despite harbouring the commercial and industrial city of Aba and being the oil producing enclave of Abia State. Since the creation of Abia State, other smaller tribes in the state such as the Igberre, Abriba, Ohafia, Umuahia, Item, Aro etc, have being advantaged. Only Ukwa-Ngwa, the largest tribe in the state with nine local governments were neglected, relegated to the background. He complained about the grim and ramshackle roads in Aba, the corruption of the T. A Orji kedu Government and the ballooning cases of unemployment among Ukwa-Ngwa youths. He was happy the world then knew about their activities and was willing to surrender and be granted amnesty and rehabilitation only if the Abia State government was willing to help them. The Igbo people will invariably say that one does not stay in his home and grow hunchback or squash his scrotum. Also, an elder will not sit down silent while the goat suffers the pains of parturition while tethered to a stake. Home is where comfort lies and when an enemy comes to disrupt the peace of a home, such enemy must be chased away. Following the abduction of Aba School Children which raised dust globally, the Federal Government under the leadership of newly sworn-in Goodluck Ebele Jonathan had to intervene. A troop of Joint Military Task Force was deployed to Abia State on a mission to crack down on the kidnappers. The Military Task Force worked hard until December 12, when they successfully caught and killed the small shit that ruins the anus: OSISIKANKWU! According to Lt. Col. Sagir Musa, an Army Spokesman then, the notorious criminal was killed at Ugwuati Evil Forest in Ukwa West LGA of Abia State, after a  fierce gun duel between the Joint Military Task Force and Osisikankwu's gang. It was a war of charms, of juju and of the paranormal. The soldiers after emerging victorious displayed the body of the kidnap kingpin in an open van round Aba to the ecstasy and jubilation of Aba residents. How Art the mighty fallen. Osisikankwu's girlfriend, Ogochi was also arrested during the operation. Ogochi who was reportedly three months pregnant pointed out the exact locations where Osisikankwu's lair was. Consequent upon the revelation, a mop of operation was carried out the JTF in the Ugwuati Evil Forest. The operation led to the recovery of the following: 48 empty magazine of AK 47; 3,848 rounds of 7.62mm special ammunition; 538 rounds of 7.62 mm Nato; 41 expended cases of 7.62mm special ammunition; some quantity of dynamite and 3 RPG prima. In a swift reaction, the Abia State Government, under the Theodore Orji kedu administration, described the killing of Osisikankwu as the 'triumph of light over darkness' and commended the JTF for their dogged  fight against the notorious",Biafra: Why I Fought For Ngwaland Liberation- Osisikanwu
